cod_mpio,nom_mpio,enfermedad,fecha,casos_predichos,nivel_riesgo
25524,PANDI,Dengue,2021-11-15,1.3811939825300001,Bajo
25530,PARATEBUENO,Dengue,2021-11-29,1.354680985838697,Bajo
25572,PUERTO SALGAR,Dengue,2021-12-13,1.5754461211033455,Bajo
25592,QUEBRADANEGRA,Dengue,2021-12-06,1.158156953387341,Bajo
25596,QUIPILE,Dengue,2021-12-06,1.498862567978835,Bajo
25612,RICAURTE,Dengue,2021-11-29,1.6731825220529033,Bajo
25612,RICAURTE,Malaria,2021-07-05,1.2891717161004923,Bajo
25653,SAN CAYETANO,Dengue,2021-12-27,1.7505552307280459,Bajo
25718,SASAIMA,Dengue,2021-04-12,1.36669382382058,Bajo
25797,TENA,Dengue,2021-09-06,1.3678378509472675,Bajo
25805,TIBACUY,Dengue,2021-12-13,1.1940409385844708,Bajo
25815,TOCAIMA,Dengue,2021-12-13,1.5401839620311408,Bajo
25839,UBALÁ,Dengue,2021-07-19,1.8209401620290233,Bajo
25851,ÚTICA,Dengue,2021-04-26,1.2107835387202308,Bajo
25875,VILLETA,Dengue,2021-12-27,2.5636912981463724,Bajo
25878,VIOTÁ,Dengue,2021-12-13,1.5387797508024925,Bajo
25885,YACOPÍ,Dengue,2021-12-20,1.3954248735385342,Bajo
27001,QUIBDÓ,Dengue,2021-12-27,2.4896627760739385,Bajo
27001,QUIBDÓ,Malaria,2021-12-27,117.73905366933064,Alto
27006,ACANDÍ,Dengue,2021-12-27,1.8633775703385118,Bajo
27006,ACANDÍ,Malaria,2021-12-27,2.681204697362828,Bajo
27025,ALTO BAUDÓ,Dengue,2021-12-27,1.2811100754926708,Bajo
27025,ALTO BAUDÓ,Malaria,2021-12-27,53.017498389905136,Alto
27050,ATRATO,Dengue,2021-07-05,1.2943421879453538,Bajo
27050,ATRATO,Malaria,2021-12-27,11.931574313813641,Medio
27073,BAGADÓ,Malaria,2021-12-27,20.791671120806317,Medio
27075,BAHÍA SOLANO,Dengue,2021-07-12,1.3752482009103808,Bajo
27075,BAHÍA SOLANO,Malaria,2021-12-20,2.680823486698547,Bajo
27077,BAJO BAUDÓ,Dengue,2021-11-01,1.3841806973999438,Bajo
27077,BAJO BAUDÓ,Malaria,2021-12-27,27.690836175461257,Alto
27099,BOJAYÁ,Dengue,2021-10-25,1.3445303165378362,Bajo
27099,BOJAYÁ,Malaria,2021-12-27,11.112323912975526,Medio
27150,CARMEN DEL DARIÉN,Dengue,2021-12-20,1.2670295971376886,Bajo
27150,CARMEN DEL DARIÉN,Malaria,2021-12-27,4.797404234822929,Bajo
27160,CÉRTEGUI,Dengue,2021-12-27,1.3221719623270936,Bajo
27160,CÉRTEGUI,Malaria,2021-12-27,4.385192246046832,Bajo
27205,CONDOTO,Dengue,2021-11-15,1.3866965388454098,Bajo
27205,CONDOTO,Malaria,2021-12-20,1.5425851047217,Bajo
27245,EL CARMEN DE ATRATO,Malaria,2021-12-27,1.5861734756001096,Bajo
27361,ISTMINA,Dengue,2021-12-13,2.1296296343807994,Bajo
27361,ISTMINA,Malaria,2021-12-27,6.067831980059007,Bajo
27372,JURADÓ,Dengue,2021-12-27,1.5165334890707314,Bajo
27372,JURADÓ,Malaria,2021-12-20,1.4003438508497648,Bajo
27413,LLORÓ,Malaria,2021-12-27,22.727212461172947,Alto
27425,MEDIO ATRATO,Dengue,2021-07-26,1.2199983009464104,Bajo
27425,MEDIO ATRATO,Malaria,2021-12-27,6.107802587138648,Bajo
27430,MEDIO BAUDÓ,Dengue,2021-11-08,1.5503148053311158,Bajo
27430,MEDIO BAUDÓ,Malaria,2021-12-27,16.8461646752515,Medio
27450,MEDIO SAN JUAN,Dengue,2021-12-20,1.2743346433219171,Bajo
27450,MEDIO SAN JUAN,Malaria,2021-12-27,4.174275329977905,Bajo
27491,NÓVITA,Dengue,2021-11-01,1.2557688210967926,Bajo
27491,NÓVITA,Malaria,2021-12-13,4.005646300159559,Bajo
27495,NUQUÍ,Malaria,2021-12-20,11.556841404748926,Medio
27580,RÍO IRÓ,Dengue,2021-11-08,1.2998188086255227,Bajo
27580,RÍO IRÓ,Malaria,2021-11-29,1.4648280681808865,Bajo
27660,SAN JOSÉ DEL PALMAR,Dengue,2021-12-13,1.2173317556490355,Bajo
27660,SAN JOSÉ DEL PALMAR,Malaria,2021-12-13,2.946476223299634,Bajo
27745,SIPÍ,Dengue,2021-11-15,2.2262799898442855,Bajo
27745,SIPÍ,Malaria,2021-11-29,1.4762251105511481,Bajo
27787,TADÓ,Dengue,2021-12-06,1.2471336181061905,Bajo
27787,TADÓ,Malaria,2021-12-27,34.66017678191672,Alto
27800,UNGUÍA,Dengue,2021-11-08,1.2949870524187017,Bajo
27800,UNGUÍA,Malaria,2021-12-27,2.3803290059077016,Bajo
27810,UNIÓN PANAMERICANA,Dengue,2021-12-27,1.362381436559041,Bajo
27810,UNIÓN PANAMERICANA,Malaria,2021-12-27,2.5137019241119263,Bajo
41001,NEIVA,Dengue,2021-12-27,13.775538510365152,Medio
41006,ACEVEDO,Dengue,2021-12-27,1.3291298226207995,Bajo
41013,AGRADO,Dengue,2021-08-30,1.4128566270616671,Bajo
41016,AIPE,Dengue,2021-12-27,1.5392362563413005,Bajo
41020,ALGECIRAS,Dengue,2021-12-27,1.5289213882082775,Bajo
41026,ALTAMIRA,Dengue,2021-12-20,1.2845632015147643,Bajo
41078,BARAYA,Dengue,2021-04-05,6.698316830934269,Bajo
41132,CAMPOALEGRE,Dengue,2021-12-27,1.8119530684391068,Bajo
41244,ELÍAS,Dengue,2021-12-20,1.344581945685905,Bajo
41298,GARZÓN,Dengue,2021-12-27,1.9169104932679035,Bajo
41306,GIGANTE,Dengue,2021-12-20,1.4739588762821727,Bajo
41349,HOBO,Dengue,2021-11-22,1.6057704157915347,Bajo
41357,ÍQUIRA,Dengue,2021-09-27,1.7706902937784488,Bajo
41359,ISNOS,Dengue,2021-11-22,1.3598905755266344,Bajo
41396,LA PLATA,Dengue,2021-12-27,1.6498275768139048,Bajo
41503,OPORAPA,Dengue,2021-12-20,1.2763952368448557,Bajo
41518,PAICOL,Dengue,2021-11-08,2.663029730886531,Bajo
41524,PALERMO,Dengue,2021-12-06,1.5763194211102598,Bajo
41548,PITAL,Dengue,2021-12-27,1.449460581464678,Bajo
41551,PITALITO,Dengue,2021-12-27,2.4530071641933424,Bajo
41615,RIVERA,Dengue,2021-12-20,1.7524828626949862,Bajo
41660,SALADOBLANCO,Dengue,2021-08-23,1.5070732578666286,Bajo
41668,SAN AGUSTÍN,Dengue,2021-12-27,1.4759439309815638,Bajo
41770,SUAZA,Dengue,2021-12-27,2.6346796809436,Bajo
41791,TARQUI,Dengue,2021-12-27,1.670854772699006,Bajo
41797,TESALIA,Dengue,2021-03-22,1.8186545586174514,Bajo
41799,TELLO,Dengue,2021-11-29,1.5182518444496256,Bajo
41801,TERUEL,Dengue,2021-08-23,5.104454667112291,Bajo
41807,TIMANÁ,Dengue,2021-12-13,1.6211844897893317,Bajo
41872,VILLAVIEJA,Dengue,2021-12-27,1.5000856063538883,Bajo
41885,YAGUARÁ,Dengue,2021-11-29,1.5856745701104389,Bajo
44001,RIOHACHA,Dengue,2021-12-27,60.06927795741799,Alto
44001,RIOHACHA,Malaria,2021-10-04,1.293119786703619,Bajo
44078,BARRANCAS,Dengue,2021-11-22,1.589924458959043,Bajo
44090,DIBULLA,Dengue,2021-12-27,1.6565176901275418,Bajo
44098,DISTRACCIÓN,Dengue,2021-12-06,1.6309609327587467,Bajo
44098,DISTRACCIÓN,Malaria,2021-11-29,1.1305746685424856,Bajo
44110,EL MOLINO,Dengue,2021-12-06,1.3860665458589234,Bajo
44279,FONSECA,Dengue,2021-12-06,1.5456625407607683,Bajo
44378,HATONUEVO,Dengue,2021-12-27,1.667099952640526,Bajo
44430,MAICAO,Dengue,2021-12-27,5.569128469512747,Bajo
44430,MAICAO,Malaria,2021-08-16,1.2479829429547622,Bajo
44560,MANAURE,Dengue,2021-12-27,6.071739481759488,Bajo
44650,SAN JUAN DEL CESAR,Dengue,2021-12-27,1.675046879575083,Bajo
44847,URIBIA,Dengue,2021-12-27,2.7989708047014497,Bajo
44855,URUMITA,Dengue,2021-11-15,1.2556641984204004,Bajo
47001,SANTA MARTA,Dengue,2021-12-27,24.345821082626898,Alto
47001,SANTA MARTA,Malaria,2021-10-04,1.344946232149756,Bajo
47030,ALGARROBO,Dengue,2021-11-22,1.420312120200275,Bajo
47053,ARACATACA,Dengue,2021-12-27,6.111154963331656,Bajo
47058,ARIGUANÍ,Dengue,2021-12-27,1.8128455281916058,Bajo
47170,CHIVOLO,Dengue,2021-12-20,1.56614271607372,Bajo
47189,CIÉNAGA,Dengue,2021-12-20,1.954450396624297,Bajo
47245,EL BANCO,Dengue,2021-12-06,1.5237863358844161,Bajo
47258,EL PIÑÓN,Dengue,2021-12-27,1.3766611959823067,Bajo
47268,EL RETÉN,Dengue,2021-12-27,2.092525555084678,Bajo
47288,FUNDACIÓN,Dengue,2021-12-27,2.059493821873551,Bajo
47318,GUAMAL,Dengue,2021-12-20,1.9397320398899929,Bajo
47460,NUEVA GRANADA,Dengue,2021-12-27,1.865567986112426,Bajo
47545,PIJIÑO DEL CARMEN,Dengue,2021-11-29,1.3627262195609449,Bajo
47551,PIVIJAY,Dengue,2021-12-13,1.403347575550892,Bajo
47555,PLATO,Dengue,2021-12-13,1.9134191592909722,Bajo
47570,PUEBLOVIEJO,Dengue,2021-12-20,1.4504351453889912,Bajo
47660,SABANAS DE SAN ÁNGEL,Dengue,2021-12-13,1.5723567267667775,Bajo
47692,SAN SEBASTIÁN DE BUENAVISTA,Dengue,2021-12-27,1.9610981045663198,Bajo
47703,SAN ZENÓN,Dengue,2021-12-20,1.3810855974823628,Bajo
47707,SANTA ANA,Dengue,2021-10-18,1.4957997236917748,Bajo
47960,ZAPAYÁN,Dengue,2021-02-08,1.3849817751098965,Bajo
47980,ZONA BANANERA,Dengue,2021-12-13,1.8380730121077415,Bajo
50001,VILLAVICENCIO,Dengue,2021-12-27,12.904559893059245,Medio
50001,VILLAVICENCIO,Malaria,2021-12-13,1.3078325083893927,Bajo
50006,ACACÍAS,Dengue,2021-12-27,9.932178249805753,Medio
50006,ACACÍAS,Malaria,2021-12-06,1.193772406990703,Bajo
50110,BARRANCA DE UPÍA,Dengue,2021-12-27,1.4821660836873702,Bajo
50124,CABUYARO,Dengue,2021-04-12,1.6009028795392823,Bajo
50150,CASTILLA LA NUEVA,Dengue,2021-12-27,1.6499615337706794,Bajo
50223,CUBARRAL,Dengue,2021-12-27,1.5987868938850496,Bajo
50226,CUMARAL,Dengue,2021-12-27,1.5341247029895992,Bajo
50251,EL CASTILLO,Dengue,2021-12-06,1.8273912067221367,Bajo
50270,EL DORADO,Dengue,2021-12-27,1.488095284009483,Bajo
50287,FUENTE DE ORO,Dengue,2021-12-27,1.5352900908458258,Bajo
50325,MAPIRIPÁN,Dengue,2021-11-15,1.303687656219803,Bajo
50325,MAPIRIPÁN,Malaria,2021-12-27,4.373708817447507,Bajo
50350,LA MACARENA,Dengue,2021-12-27,1.5920496183474229,Bajo
50400,LEJANÍAS,Dengue,2021-12-06,1.5807390119929163,Bajo
50450,PUERTO CONCORDIA,Dengue,2021-12-06,1.7146821741683849,Bajo
50450,PUERTO CONCORDIA,Malaria,2021-12-20,1.5207419015248176,Bajo
50568,PUERTO GAITÁN,Dengue,2021-12-13,1.8365877781605984,Bajo
50568,PUERTO GAITÁN,Malaria,2021-12-27,1.5557277289133937,Bajo
50573,PUERTO LÓPEZ,Dengue,2021-12-27,3.4333361196254604,Bajo
50573,PUERTO LÓPEZ,Malaria,2021-09-13,1.6012785550216564,Bajo
50577,PUERTO LLERAS,Dengue,2021-10-25,1.454390095034428,Bajo
50606,RESTREPO,Dengue,2021-12-27,1.519062023189707,Bajo
50680,SAN CARLOS DE GUAROA,Dengue,2021-12-27,1.5444350627444923,Bajo
50683,SAN JUAN DE ARAMA,Dengue,2021-12-06,1.5056090456459388,Bajo
50711,VISTAHERMOSA,Dengue,2021-12-20,1.512627424559799,Bajo
50711,VISTAHERMOSA,Malaria,2021-12-27,1.3476089736233146,Bajo
52001,PASTO,Dengue,2021-12-27,1.4668860576578022,Bajo
52001,PASTO,Malaria,2021-11-22,1.236941763033117,Bajo
52079,BARBACOAS,Dengue,2021-12-27,1.5591538889726198,Bajo
52079,BARBACOAS,Malaria,2021-12-27,8.952811361612465,Medio
52233,CUMBITARA,Malaria,2021-12-27,21.12520198994202,Alto
52250,EL CHARCO,Dengue,2021-12-27,1.2767715873811114,Bajo
52250,EL CHARCO,Malaria,2021-12-27,8.661057458971811,Medio
52356,IPIALES,Dengue,2021-03-22,1.2271301418243854,Bajo
52390,LA TOLA,Malaria,2021-12-27,7.9115642068368945,Bajo
52405,LEIVA,Dengue,2021-12-06,1.2639059025649084,Bajo
52427,MAGÜÍ,Dengue,2021-11-01,1.4902024608809943,Bajo
52427,MAGÜÍ,Malaria,2021-12-27,15.005667671111095,Medio
52490,OLAYA HERRERA,Dengue,2021-12-06,2.3892021492431517,Bajo
52490,OLAYA HERRERA,Malaria,2021-12-27,20.52313101799324,Medio
52520,FRANCISCO PIZARRO,Dengue,2021-11-01,1.522505401176876,Bajo
52520,FRANCISCO PIZARRO,Malaria,2021-12-27,4.342899248055803,Bajo
52540,POLICARPA,Dengue,2021-12-27,2.2404731739002726,Bajo
52540,POLICARPA,Malaria,2021-12-27,2.2989970851242725,Bajo
52621,ROBERTO PAYÁN,Dengue,2021-11-01,1.5504431460854202,Bajo
52621,ROBERTO PAYÁN,Malaria,2021-12-27,19.245570045886687,Medio
52678,SAMANIEGO,Dengue,2021-12-13,1.2677075258427704,Bajo
52786,TAMINANGO,Dengue,2021-06-14,1.5092625345928332,Bajo
52835,SAN ANDRÉS DE TUMACO,Dengue,2021-12-27,3.089483510966863,Bajo
52835,SAN ANDRÉS DE TUMACO,Malaria,2021-12-27,49.8693737450346,Alto
54001,SAN JOSÉ DE CÚCUTA,Dengue,2021-12-27,56.85659364941532,Alto
54001,SAN JOSÉ DE CÚCUTA,Malaria,2021-11-15,1.222532532924868,Bajo
54003,ÁBREGO,Dengue,2021-12-27,1.3845181563130624,Bajo
54051,ARBOLEDAS,Dengue,2021-12-27,1.610975654153032,Bajo
54051,ARBOLEDAS,Malaria,2021-10-18,1.1255364548832305,Bajo
54099,BOCHALEMA,Dengue,2021-11-08,1.276331512538131,Bajo
54109,BUCARASICA,Dengue,2021-09-06,1.4734277978400474,Bajo
54172,CHINÁCOTA,Dengue,2021-12-13,1.4884852514621203,Bajo
54206,CONVENCIÓN,Dengue,2021-12-20,1.9795037454653333,Bajo
54245,EL CARMEN,Dengue,2021-12-27,1.4491066259641654,Bajo
54250,EL TARRA,Dengue,2021-12-13,1.3803481573550642,Bajo
54250,EL TARRA,Malaria,2021-12-27,1.4159812794310405,Bajo
54261,EL ZULIA,Dengue,2021-12-27,2.6232480522648185,Bajo
54261,EL ZULIA,Malaria,2021-11-01,1.1406816421656036,Bajo
54313,GRAMALOTE,Dengue,2021-10-11,1.1772777136621602,Bajo
54344,HACARÍ,Dengue,2021-12-27,1.3721738417450662,Bajo
54385,LA ESPERANZA,Dengue,2021-12-20,1.753198672134355,Bajo
54398,LA PLAYA,Dengue,2021-12-13,1.577016704004039,Bajo
54405,LOS PATIOS,Dengue,2021-12-27,9.974437429105384,Medio
54498,OCAÑA,Dengue,2021-12-27,3.93412027260017,Bajo
54553,PUERTO SANTANDER,Dengue,2021-12-20,1.6404429039572834,Bajo
54553,PUERTO SANTANDER,Malaria,2021-12-27,1.9440527191031753,Bajo
54599,RAGONVALIA,Dengue,2021-12-20,1.379996628807378,Bajo
54660,SALAZAR,Dengue,2021-11-15,1.4684478106358219,Bajo
54670,SAN CALIXTO,Dengue,2021-12-06,1.4002757328041238,Bajo
54670,SAN CALIXTO,Malaria,2021-06-21,1.5387885181109744,Bajo
54720,SARDINATA,Dengue,2021-10-18,1.4136938759776982,Bajo
54720,SARDINATA,Malaria,2021-12-27,2.4081983734029198,Bajo
54800,TEORAMA,Dengue,2021-12-06,1.7319585172948941,Bajo
54800,TEORAMA,Malaria,2021-07-12,1.4764471181936827,Bajo
54810,TIBÚ,Dengue,2021-12-27,2.5962338569400787,Bajo
54810,TIBÚ,Malaria,2021-12-27,30.876389525270067,Alto
54874,VILLA DEL ROSARIO,Dengue,2021-12-27,6.6762265062686454,Bajo
63130,CALARCÁ,Dengue,2021-12-27,1.4277280587595338,Bajo
63190,CIRCASIA,Dengue,2021-11-22,1.3116913343053485,Bajo
63272,FILANDIA,Dengue,2021-11-29,1.3054230606571515,Bajo
63302,GÉNOVA,Dengue,2021-01-11,1.3523889158939935,Bajo
63401,LA TEBAIDA,Dengue,2021-12-20,1.6139255559100771,Bajo
63470,MONTENEGRO,Dengue,2021-12-27,1.4225449947092814,Bajo
63594,QUIMBAYA,Dengue,2021-12-27,1.4678245271608632,Bajo
66001,PEREIRA,Dengue,2021-12-27,1.8760941955991481,Bajo
66001,PEREIRA,Malaria,2021-12-20,1.1032887828488698,Bajo
66088,BELÉN DE UMBRÍA,Dengue,2021-12-27,1.349931347676253,Bajo
66170,DOSQUEBRADAS,Dengue,2021-12-06,1.3918948138009108,Bajo
66383,LA CELIA,Dengue,2021-12-20,1.2149052951773767,Bajo
66400,LA VIRGINIA,Dengue,2021-11-15,1.615428974260344,Bajo
66400,LA VIRGINIA,Malaria,2021-10-25,1.3424431537530928,Bajo
66456,MISTRATÓ,Malaria,2021-12-20,1.3759931024552206,Bajo
66572,PUEBLO RICO,Malaria,2021-12-27,13.95434664029546,Medio
66687,SANTUARIO,Malaria,2021-10-18,1.1290922191105794,Bajo
68001,BUCARAMANGA,Dengue,2021-12-27,6.783891298949603,Bajo
68079,BARICHARA,Dengue,2021-12-27,1.44483301222167,Bajo
68081,BARRANCABERMEJA,Dengue,2021-12-27,3.2071756044086612,Bajo
68081,BARRANCABERMEJA,Malaria,2021-02-08,1.1359100408465723,Bajo
68147,CAPITANEJO,Dengue,2021-01-11,1.7164025873846573,Bajo
68190,CIMITARRA,Dengue,2021-12-20,1.7809561242988834,Bajo
68190,CIMITARRA,Malaria,2021-07-12,1.284318764922558,Bajo
68209,CONFINES,Dengue,2021-09-13,1.1526696690753813,Bajo
68211,CONTRATACIÓN,Dengue,2021-10-04,1.250109466022999,Bajo
68217,COROMORO,Dengue,2021-10-11,1.173319368496057,Bajo
68229,CURITÍ,Dengue,2021-11-01,1.544865836409162,Bajo
68235,EL CARMEN DE CHUCURÍ,Dengue,2021-12-06,1.4566069822965195,Bajo
68255,EL PLAYÓN,Dengue,2021-11-15,1.4804082143026331,Bajo
68276,FLORIDABLANCA,Dengue,2021-12-27,1.9626607797981963,Bajo
68307,GIRÓN,Dengue,2021-12-27,1.7391827492112726,Bajo
68322,GUAPOTÁ,Dengue,2021-12-06,1.3851826144636248,Bajo
68385,LANDÁZURI,Dengue,2021-10-11,1.4871000900354376,Bajo
68406,LEBRIJA,Dengue,2021-12-20,1.687354078913518,Bajo
68418,LOS SANTOS,Dengue,2021-10-25,1.3228165732220973,Bajo
68432,MÁLAGA,Dengue,2021-10-11,1.197465215796527,Bajo
68444,MATANZA,Dengue,2021-07-12,1.3994269600422138,Bajo
68464,MOGOTES,Dengue,2021-12-13,1.3228729917871092,Bajo
68500,OIBA,Dengue,2021-11-08,1.3536564971756189,Bajo
68533,PÁRAMO,Dengue,2021-09-06,1.5766891869422883,Bajo
68547,PIEDECUESTA,Dengue,2021-12-27,1.7024183161785653,Bajo
68549,PINCHOTE,Dengue,2021-12-06,1.3007823253434148,Bajo
68573,PUERTO PARRA,Dengue,2021-10-11,1.4294633807015757,Bajo
68575,PUERTO WILCHES,Dengue,2021-12-06,1.32375729923627,Bajo
68655,SABANA DE TORRES,Dengue,2021-12-27,2.2312845018750225,Bajo
68669,SAN ANDRÉS,Dengue,2021-12-27,9.32745789897657,Medio
68673,SAN BENITO,Dengue,2021-01-25,1.3341815513945106,Bajo
68679,SAN GIL,Dengue,2021-12-27,1.6900115773924576,Bajo
68686,SAN MIGUEL,Dengue,2021-12-27,1.8033128364714814,Bajo
68689,SAN VICENTE DE CHUCURÍ,Dengue,2021-12-06,1.384032561524867,Bajo
68720,SANTA HELENA DEL OPÓN,Dengue,2021-11-29,1.3090315899173648,Bajo
68745,SIMACOTA,Dengue,2021-12-13,2.1250278647387697,Bajo
68755,SOCORRO,Dengue,2021-11-08,1.5306828711544926,Bajo
68770,SUAITA,Dengue,2021-10-18,1.3454746454004889,Bajo
68780,SURATÁ,Dengue,2021-04-26,1.4316867301715153,Bajo
68855,VALLE DE SAN JOSÉ,Dengue,2021-04-26,1.8106031025677947,Bajo
68861,VÉLEZ,Dengue,2021-08-23,1.427551870455746,Bajo
70001,SINCELEJO,Dengue,2021-12-27,30.23599614531692,Alto
70001,SINCELEJO,Malaria,2021-10-18,1.856057090794756,Bajo
70124,CAIMITO,Dengue,2021-11-08,1.4003229982793357,Bajo
70204,COLOSÓ,Dengue,2021-10-11,1.7352871035463382,Bajo
70215,COROZAL,Dengue,2021-12-27,5.529973394745654,Bajo
70215,COROZAL,Malaria,2021-12-20,1.114209275602362,Bajo
70221,COVEÑAS,Dengue,2021-12-20,2.080395488429252,Bajo
70221,COVEÑAS,Malaria,2021-09-13,1.1655006613145713,Bajo
70230,CHALÁN,Dengue,2021-11-08,1.440322074355206,Bajo
70233,EL ROBLE,Dengue,2021-12-27,1.29649895950718,Bajo
70235,GALERAS,Dengue,2021-12-20,1.3680156874233882,Bajo
70265,GUARANDA,Dengue,2021-10-11,1.4597161163940435,Bajo
70265,GUARANDA,Malaria,2021-05-17,1.3568291335233522,Bajo
70418,LOS PALMITOS,Dengue,2021-12-27,2.283246287899904,Bajo
70429,MAJAGUAL,Dengue,2021-12-13,1.6103766414867469,Bajo
70429,MAJAGUAL,Malaria,2021-12-13,1.1780108616617495,Bajo
70473,MORROA,Dengue,2021-12-27,2.080018686338466,Bajo
70508,OVEJAS,Dengue,2021-12-27,1.5199388561124647,Bajo
70508,OVEJAS,Malaria,2021-12-20,1.1739225001196014,Bajo
70523,PALMITO,Dengue,2021-12-20,1.5752579172656045,Bajo
70523,PALMITO,Malaria,2021-10-11,1.2684927915365454,Bajo
70670,SAMPUÉS,Dengue,2021-12-27,3.0789995977856854,Bajo
70678,SAN BENITO ABAD,Dengue,2021-12-27,1.3445632682870738,Bajo
70702,SAN JUAN DE BETULIA,Dengue,2021-12-27,1.4808909780913093,Bajo
70702,SAN JUAN DE BETULIA,Malaria,2021-09-20,1.1316914210756788,Bajo
70708,SAN MARCOS,Dengue,2021-12-27,2.6249138942196364,Bajo
70713,SAN ONOFRE,Dengue,2021-12-27,2.5070835880168736,Bajo
70717,SAN PEDRO,Dengue,2021-12-20,1.4952784378159483,Bajo
70742,SAN LUIS DE SINCÉ,Dengue,2021-12-27,1.631113162481979,Bajo
70820,SANTIAGO DE TOLÚ,Dengue,2021-12-27,1.4039545672904228,Bajo
70823,SAN JOSÉ DE TOLUVIEJO,Dengue,2021-12-27,1.8383423296790822,Bajo
73001,IBAGUÉ,Dengue,2021-12-27,3.3628509116789616,Bajo
73026,ALVARADO,Dengue,2021-12-06,1.5704091862257115,Bajo
73030,AMBALEMA,Dengue,2021-04-12,1.3782594256564908,Bajo
73043,ANZOÁTEGUI,Dengue,2021-10-11,1.3164741597465293,Bajo
73055,ARMERO,Dengue,2021-12-06,1.5343129910506343,Bajo
73067,ATACO,Dengue,2021-12-27,1.9298194379117097,Bajo
73124,CAJAMARCA,Dengue,2021-05-31,1.3290389277684893,Bajo
73148,CARMEN DE APICALÁ,Dengue,2021-12-27,1.5995970695617734,Bajo
73152,CASABIANCA,Dengue,2021-12-20,1.4806841982112129,Bajo
73168,CHAPARRAL,Dengue,2021-12-27,1.8189719804981745,Bajo
73200,COELLO,Dengue,2021-12-27,1.393025668010437,Bajo
73217,COYAIMA,Dengue,2021-12-20,1.7868351355660872,Bajo
73226,CUNDAY,Dengue,2021-12-20,1.2890384613601045,Bajo
73236,DOLORES,Dengue,2021-04-05,1.6066769380731074,Bajo
73268,ESPINAL,Dengue,2021-12-27,3.410594939669541,Bajo
73270,FALAN,Dengue,2021-12-20,1.4665981931139016,Bajo
73275,FLANDES,Dengue,2021-12-20,1.5638207620664044,Bajo
73283,FRESNO,Dengue,2021-12-13,1.6011891055627587,Bajo
73319,GUAMO,Dengue,2021-12-27,1.8402442898304714,Bajo
73349,HONDA,Dengue,2021-12-27,2.4971341793297697,Bajo
73352,ICONONZO,Dengue,2021-09-06,1.4140711314000716,Bajo
73408,LÉRIDA,Dengue,2021-12-27,1.5703871557509514,Bajo
73411,LÍBANO,Dengue,2021-12-27,1.5632222311117432,Bajo
73443,SAN SEBASTIÁN DE MARIQUITA,Dengue,2021-12-20,1.5032078112394291,Bajo
73449,MELGAR,Dengue,2021-12-27,2.9462437993511794,Bajo
73483,NATAGAIMA,Dengue,2021-12-20,1.3802427886781352,Bajo
73504,ORTEGA,Dengue,2021-12-13,1.9155056958521715,Bajo
73520,PALOCABILDO,Dengue,2021-12-27,1.679877391438331,Bajo
73547,PIEDRAS,Dengue,2021-10-11,1.4556371205520087,Bajo
73555,PLANADAS,Dengue,2021-12-27,1.652174039376034,Bajo
73563,PRADO,Dengue,2021-12-20,1.4136139999086597,Bajo
73585,PURIFICACIÓN,Dengue,2021-12-27,1.6507431846546252,Bajo
73616,RIOBLANCO,Dengue,2021-12-13,1.6659605494002059,Bajo
73624,ROVIRA,Dengue,2021-12-27,1.8726863069841349,Bajo
73671,SALDAÑA,Dengue,2021-12-20,2.301985143636012,Bajo
73675,SAN ANTONIO,Dengue,2021-11-22,2.717194932315007,Bajo
73686,SANTA ISABEL,Dengue,2021-11-15,1.2021351317833,Bajo
73854,VALLE DE SAN JUAN,Dengue,2021-10-25,1.6500548082236564,Bajo
73861,VENADILLO,Dengue,2021-12-27,1.475585405465258,Bajo
76001,SANTIAGO DE CALI,Dengue,2021-12-27,92.8333519630122,Alto
76001,SANTIAGO DE CALI,Malaria,2021-11-29,2.167058925035201,Bajo
76020,ALCALÁ,Dengue,2021-12-06,1.2587935763008131,Bajo
76036,ANDALUCÍA,Dengue,2021-12-27,1.4583307256931937,Bajo
76041,ANSERMANUEVO,Dengue,2021-12-20,1.264727880490892,Bajo
76109,BUENAVENTURA,Dengue,2021-12-27,6.567063192028675,Bajo
76109,BUENAVENTURA,Malaria,2021-12-27,17.351765736496716,Medio
76111,GUADALAJARA DE BUGA,Dengue,2021-12-27,1.8039215853868051,Bajo
76113,BUGALAGRANDE,Dengue,2021-12-13,1.4300927114618083,Bajo
76122,CAICEDONIA,Dengue,2021-12-06,1.4214331499581565,Bajo
76147,CARTAGO,Dengue,2021-12-27,2.08473727903992,Bajo
76147,CARTAGO,Malaria,2021-10-11,1.1835277684454502,Bajo
76233,DAGUA,Dengue,2021-12-27,1.888065379294348,Bajo
76233,DAGUA,Malaria,2021-08-16,1.6949109399852338,Bajo
76248,EL CERRITO,Dengue,2021-12-20,1.4381412982114217,Bajo
76250,EL DOVIO,Dengue,2021-11-22,1.2149514990560295,Bajo
76275,FLORIDA,Dengue,2021-12-27,5.257183566468992,Bajo
76275,FLORIDA,Malaria,2021-08-09,1.3324388292973004,Bajo
76306,GINEBRA,Dengue,2021-12-20,1.4529969223371846,Bajo
76318,GUACARÍ,Dengue,2021-11-01,1.521079967993415,Bajo
76364,JAMUNDÍ,Dengue,2021-12-27,4.228506433824929,Bajo
76364,JAMUNDÍ,Malaria,2021-06-14,1.1887017059927256,Bajo
76377,LA CUMBRE,Dengue,2021-11-01,1.280232891339216,Bajo
