cod_mpio,municipio,enfermedad,casos_predichos,indice_vulnerabilidad,vulnerabilidad,nivel_alerta,explicacion
25151,CÁQUEZA,Dengue,1.368010948089164,3.41,Bajo,BAJO,Municipio en BAJO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.4/10).
25168,CHAGUANÍ,Dengue,2.1354060063481204,7.01,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.14 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.0/10).
25175,CHÍA,Dengue,1.195479049941154,2.77,Bajo,BAJO,Municipio en BAJO: se prevén 1.20 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.8/10).
25245,EL COLEGIO,Dengue,1.49482336252493,5.34,Medio,BAJO,Municipio en BAJO: se prevén 1.49 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.3/10).
25290,FUSAGASUGÁ,Dengue,1.4865561717544784,2.87,Bajo,BAJO,Municipio en BAJO: se prevén 1.49 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.9/10).
25307,GIRARDOT,Dengue,2.2336195484482606,4.64,Medio,ALTO,Municipio en ALTO: se prevén 2.23 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (4.6/10).
25320,GUADUAS,Dengue,1.564730888218965,5.38,Medio,BAJO,Municipio en BAJO: se prevén 1.56 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
25386,LA MESA,Dengue,1.5323428691427674,4.89,Medio,BAJO,Municipio en BAJO: se prevén 1.53 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.9/10).
25394,LA PALMA,Dengue,1.3356715912728414,4.03,Bajo,BAJO,Municipio en BAJO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.0/10).
25398,LA PEÑA,Dengue,1.3413434510023112,4.87,Medio,BAJO,Municipio en BAJO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.9/10).
25438,MEDINA,Dengue,1.5789871184490378,7.18,Alto,MEDIO,Municipio en MEDIO: se prevén 1.58 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.2/10).
25473,MOSQUERA,Dengue,1.603268062143997,6.3,Alto,MEDIO,Municipio en MEDIO: se prevén 1.60 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.3/10).
25473,MOSQUERA,Malaria,15.943326768379949,6.3,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 15.94 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (6.3/10).
25488,NILO,Dengue,2.564852373342654,7.33,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.56 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.3/10).
25524,PANDI,Dengue,1.38119398253,6.03,Medio,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.0/10).
25530,PARATEBUENO,Dengue,1.354680985838697,6.66,Alto,MEDIO,Municipio en MEDIO: se prevén 1.35 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
25572,PUERTO SALGAR,Dengue,1.5754461211033457,5.73,Medio,BAJO,Municipio en BAJO: se prevén 1.58 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.7/10).
25592,QUEBRADANEGRA,Dengue,1.158156953387341,5.02,Medio,BAJO,Municipio en BAJO: se prevén 1.16 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
25596,QUIPILE,Dengue,1.498862567978835,5.28,Medio,BAJO,Municipio en BAJO: se prevén 1.50 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.3/10).
25612,RICAURTE,Dengue,1.6731825220529033,5.77,Medio,BAJO,Municipio en BAJO: se prevén 1.67 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
25612,RICAURTE,Malaria,1.2891717161004923,5.77,Medio,BAJO,Municipio en BAJO: se prevén 1.29 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
25653,SAN CAYETANO,Dengue,1.750555230728046,6.51,Alto,MEDIO,Municipio en MEDIO: se prevén 1.75 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.5/10).
25718,SASAIMA,Dengue,1.36669382382058,4.16,Bajo,BAJO,Municipio en BAJO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
25797,TENA,Dengue,1.3678378509472675,4.41,Bajo,BAJO,Municipio en BAJO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
25805,TIBACUY,Dengue,1.1940409385844708,5.04,Medio,BAJO,Municipio en BAJO: se prevén 1.19 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
25815,TOCAIMA,Dengue,1.5401839620311408,5.38,Medio,BAJO,Municipio en BAJO: se prevén 1.54 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
25839,UBALÁ,Dengue,1.8209401620290235,5.47,Medio,BAJO,Municipio en BAJO: se prevén 1.82 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
25851,ÚTICA,Dengue,1.2107835387202308,4.99,Medio,BAJO,Municipio en BAJO: se prevén 1.21 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
25875,VILLETA,Dengue,2.5636912981463724,5.35,Medio,ALTO,Municipio en ALTO: se prevén 2.56 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.3/10).
25878,VIOTÁ,Dengue,1.5387797508024923,6.03,Medio,BAJO,Municipio en BAJO: se prevén 1.54 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.0/10).
25885,YACOPÍ,Dengue,1.3954248735385342,5.42,Medio,BAJO,Municipio en BAJO: se prevén 1.40 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
27001,QUIBDÓ,Dengue,2.4896627760739385,8.88,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.49 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (8.9/10).
27001,QUIBDÓ,Malaria,117.73905366933064,8.88,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 117.74 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.9/10).
27006,ACANDÍ,Dengue,1.863377570338512,7.27,Alto,MEDIO,Municipio en MEDIO: se prevén 1.86 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.3/10).
27006,ACANDÍ,Malaria,2.681204697362828,7.27,Alto,MEDIO,Municipio en MEDIO: se prevén 2.68 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.3/10).
27025,ALTO BAUDÓ,Dengue,1.2811100754926708,8.92,Alto,MEDIO,Municipio en MEDIO: se prevén 1.28 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.9/10).
27025,ALTO BAUDÓ,Malaria,53.017498389905136,8.92,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 53.02 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.9/10).
27050,ATRATO,Dengue,1.2943421879453538,8.26,Alto,MEDIO,Municipio en MEDIO: se prevén 1.29 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.3/10).
27050,ATRATO,Malaria,11.93157431381364,8.26,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 11.93 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.3/10).
27073,BAGADÓ,Malaria,20.79167112080632,8.41,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 20.79 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.4/10).
27075,BAHÍA SOLANO,Dengue,1.3752482009103808,7.6,Alto,MEDIO,Municipio en MEDIO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.6/10).
27075,BAHÍA SOLANO,Malaria,2.680823486698547,7.6,Alto,MEDIO,Municipio en MEDIO: se prevén 2.68 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.6/10).
27077,BAJO BAUDÓ,Dengue,1.3841806973999438,8.88,Alto,MEDIO,Municipio en MEDIO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.9/10).
27077,BAJO BAUDÓ,Malaria,27.690836175461257,8.88,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 27.69 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.9/10).
27099,BOJAYÁ,Dengue,1.3445303165378362,8.37,Alto,MEDIO,Municipio en MEDIO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.4/10).
27099,BOJAYÁ,Malaria,11.112323912975526,8.37,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 11.11 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.4/10).
27150,CARMEN DEL DARIÉN,Dengue,1.2670295971376886,8.49,Alto,MEDIO,Municipio en MEDIO: se prevén 1.27 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.5/10).
27150,CARMEN DEL DARIÉN,Malaria,4.797404234822929,8.49,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 4.80 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.5/10).
27160,CÉRTEGUI,Dengue,1.3221719623270936,7.92,Alto,MEDIO,Municipio en MEDIO: se prevén 1.32 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.9/10).
27160,CÉRTEGUI,Malaria,4.385192246046832,7.92,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 4.39 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (7.9/10).
27205,CONDOTO,Dengue,1.3866965388454098,5.93,Medio,BAJO,Municipio en BAJO: se prevén 1.39 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.9/10).
27205,CONDOTO,Malaria,1.5425851047217,5.93,Medio,BAJO,Municipio en BAJO: se prevén 1.54 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.9/10).
27245,EL CARMEN DE ATRATO,Malaria,1.5861734756001096,5.8,Medio,BAJO,Municipio en BAJO: se prevén 1.59 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
27361,ISTMINA,Dengue,2.1296296343807994,7.47,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.13 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.5/10).
27361,ISTMINA,Malaria,6.067831980059007,7.47,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.07 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (7.5/10).
27372,JURADÓ,Dengue,1.5165334890707314,7.48,Alto,MEDIO,Municipio en MEDIO: se prevén 1.52 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
27372,JURADÓ,Malaria,1.4003438508497648,7.48,Alto,MEDIO,Municipio en MEDIO: se prevén 1.40 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
27413,LLORÓ,Malaria,22.727212461172947,8.39,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 22.73 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.4/10).
27425,MEDIO ATRATO,Dengue,1.2199983009464104,8.41,Alto,MEDIO,Municipio en MEDIO: se prevén 1.22 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.4/10).
27425,MEDIO ATRATO,Malaria,6.107802587138648,8.41,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.11 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.4/10).
27430,MEDIO BAUDÓ,Dengue,1.5503148053311158,8.35,Alto,MEDIO,Municipio en MEDIO: se prevén 1.55 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.3/10).
27430,MEDIO BAUDÓ,Malaria,16.8461646752515,8.35,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 16.85 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.3/10).
27450,MEDIO SAN JUAN,Dengue,1.2743346433219171,8.56,Alto,MEDIO,Municipio en MEDIO: se prevén 1.27 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.6/10).
27450,MEDIO SAN JUAN,Malaria,4.174275329977905,8.56,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 4.17 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.6/10).
27491,NÓVITA,Dengue,1.2557688210967926,7.84,Alto,MEDIO,Municipio en MEDIO: se prevén 1.26 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.8/10).
27491,NÓVITA,Malaria,4.005646300159559,7.84,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 4.01 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (7.8/10).
27495,NUQUÍ,Malaria,11.556841404748926,8.3,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 11.56 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (8.3/10).
27580,RÍO IRÓ,Dengue,1.299818808625523,6.7,Alto,MEDIO,Municipio en MEDIO: se prevén 1.30 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
27580,RÍO IRÓ,Malaria,1.4648280681808863,6.7,Alto,MEDIO,Municipio en MEDIO: se prevén 1.46 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
27660,SAN JOSÉ DEL PALMAR,Dengue,1.2173317556490355,8.01,Alto,MEDIO,Municipio en MEDIO: se prevén 1.22 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.0/10).
27660,SAN JOSÉ DEL PALMAR,Malaria,2.946476223299634,8.01,Alto,MEDIO,Municipio en MEDIO: se prevén 2.95 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (8.0/10).
27745,SIPÍ,Dengue,2.226279989844285,7.62,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.23 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.6/10).
27745,SIPÍ,Malaria,1.476225110551148,7.62,Alto,MEDIO,Municipio en MEDIO: se prevén 1.48 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.6/10).
27787,TADÓ,Dengue,1.2471336181061905,8.57,Alto,MEDIO,Municipio en MEDIO: se prevén 1.25 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.6/10).
27787,TADÓ,Malaria,34.66017678191672,8.57,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 34.66 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.6/10).
27800,UNGUÍA,Dengue,1.2949870524187015,5.39,Medio,BAJO,Municipio en BAJO: se prevén 1.29 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
27800,UNGUÍA,Malaria,2.3803290059077016,5.39,Medio,BAJO,Municipio en BAJO: se prevén 2.38 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
27810,UNIÓN PANAMERICANA,Dengue,1.362381436559041,7.8,Alto,MEDIO,Municipio en MEDIO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.8/10).
27810,UNIÓN PANAMERICANA,Malaria,2.5137019241119263,7.8,Alto,MEDIO,Municipio en MEDIO: se prevén 2.51 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.8/10).
41001,NEIVA,Dengue,13.775538510365152,6.55,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 13.78 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (6.5/10).
41006,ACEVEDO,Dengue,1.3291298226207997,3.93,Bajo,BAJO,Municipio en BAJO: se prevén 1.33 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.9/10).
41013,AGRADO,Dengue,1.4128566270616671,5.99,Medio,BAJO,Municipio en BAJO: se prevén 1.41 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.0/10).
41016,AIPE,Dengue,1.5392362563413005,7.2,Alto,MEDIO,Municipio en MEDIO: se prevén 1.54 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.2/10).
41020,ALGECIRAS,Dengue,1.5289213882082775,7.6,Alto,MEDIO,Municipio en MEDIO: se prevén 1.53 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.6/10).
41026,ALTAMIRA,Dengue,1.2845632015147643,6.32,Alto,MEDIO,Municipio en MEDIO: se prevén 1.28 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.3/10).
41078,BARAYA,Dengue,6.698316830934269,7.53,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.70 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (7.5/10).
41132,CAMPOALEGRE,Dengue,1.8119530684391068,6.8,Alto,MEDIO,Municipio en MEDIO: se prevén 1.81 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
41244,ELÍAS,Dengue,1.344581945685905,7.04,Alto,MEDIO,Municipio en MEDIO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.0/10).
41298,GARZÓN,Dengue,1.9169104932679035,4.99,Medio,ALTO,Municipio en ALTO: se prevén 1.92 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.0/10).
41306,GIGANTE,Dengue,1.4739588762821727,4.16,Bajo,BAJO,Municipio en BAJO: se prevén 1.47 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
41349,HOBO,Dengue,1.605770415791535,7.89,Alto,MEDIO,Municipio en MEDIO: se prevén 1.61 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.9/10).
41357,ÍQUIRA,Dengue,1.7706902937784488,6.1,Medio,BAJO,Municipio en BAJO: se prevén 1.77 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
41359,ISNOS,Dengue,1.3598905755266344,3.61,Bajo,BAJO,Municipio en BAJO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.6/10).
41396,LA PLATA,Dengue,1.6498275768139048,4.28,Bajo,BAJO,Municipio en BAJO: se prevén 1.65 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
41503,OPORAPA,Dengue,1.2763952368448557,4.08,Bajo,BAJO,Municipio en BAJO: se prevén 1.28 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
41518,PAICOL,Dengue,2.663029730886531,7.13,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.66 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.1/10).
41524,PALERMO,Dengue,1.5763194211102598,7.72,Alto,MEDIO,Municipio en MEDIO: se prevén 1.58 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.7/10).
41548,PITAL,Dengue,1.449460581464678,6.26,Medio,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.3/10).
41551,PITALITO,Dengue,2.4530071641933424,4.63,Bajo,MEDIO,Municipio en MEDIO: se prevén 2.45 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (4.6/10).
41615,RIVERA,Dengue,1.7524828626949862,7.65,Alto,MEDIO,Municipio en MEDIO: se prevén 1.75 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.7/10).
41660,SALADOBLANCO,Dengue,1.5070732578666286,5.11,Medio,BAJO,Municipio en BAJO: se prevén 1.51 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
41668,SAN AGUSTÍN,Dengue,1.4759439309815638,4.25,Bajo,BAJO,Municipio en BAJO: se prevén 1.48 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
41770,SUAZA,Dengue,2.6346796809436,5.93,Medio,ALTO,Municipio en ALTO: se prevén 2.63 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.9/10).
41791,TARQUI,Dengue,1.670854772699006,7.52,Alto,MEDIO,Municipio en MEDIO: se prevén 1.67 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
41797,TESALIA,Dengue,1.8186545586174516,6.79,Alto,MEDIO,Municipio en MEDIO: se prevén 1.82 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
41799,TELLO,Dengue,1.5182518444496256,6.97,Alto,MEDIO,Municipio en MEDIO: se prevén 1.52 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.0/10).
41801,TERUEL,Dengue,5.104454667112291,6.87,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 5.10 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (6.9/10).
41807,TIMANÁ,Dengue,1.6211844897893315,6.55,Alto,MEDIO,Municipio en MEDIO: se prevén 1.62 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.5/10).
41872,VILLAVIEJA,Dengue,1.5000856063538883,6.3,Alto,MEDIO,Municipio en MEDIO: se prevén 1.50 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.3/10).
41885,YAGUARÁ,Dengue,1.5856745701104389,7.49,Alto,MEDIO,Municipio en MEDIO: se prevén 1.59 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
44001,RIOHACHA,Dengue,60.06927795741799,3.96,Bajo,ALTO,Municipio en ALTO: se prevén 60.07 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.0/10).
44001,RIOHACHA,Malaria,1.293119786703619,3.96,Bajo,BAJO,Municipio en BAJO: se prevén 1.29 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.0/10).
44078,BARRANCAS,Dengue,1.589924458959043,4.24,Bajo,BAJO,Municipio en BAJO: se prevén 1.59 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
44090,DIBULLA,Dengue,1.6565176901275418,2.94,Bajo,BAJO,Municipio en BAJO: se prevén 1.66 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.9/10).
44098,DISTRACCIÓN,Dengue,1.6309609327587469,3.48,Bajo,BAJO,Municipio en BAJO: se prevén 1.63 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.5/10).
44098,DISTRACCIÓN,Malaria,1.1305746685424856,3.48,Bajo,BAJO,Municipio en BAJO: se prevén 1.13 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.5/10).
44110,EL MOLINO,Dengue,1.3860665458589234,5.68,Medio,BAJO,Municipio en BAJO: se prevén 1.39 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.7/10).
44279,FONSECA,Dengue,1.5456625407607685,3.9,Bajo,BAJO,Municipio en BAJO: se prevén 1.55 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.9/10).
44378,HATONUEVO,Dengue,1.667099952640526,3.27,Bajo,BAJO,Municipio en BAJO: se prevén 1.67 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.3/10).
44430,MAICAO,Dengue,5.569128469512747,2.93,Bajo,ALTO,Municipio en ALTO: se prevén 5.57 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (2.9/10).
44430,MAICAO,Malaria,1.2479829429547622,2.93,Bajo,BAJO,Municipio en BAJO: se prevén 1.25 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (2.9/10).
44560,MANAURE,Dengue,6.071739481759488,2.75,Bajo,ALTO,Municipio en ALTO: se prevén 6.07 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (2.8/10).
44650,SAN JUAN DEL CESAR,Dengue,1.675046879575083,3.8,Bajo,BAJO,Municipio en BAJO: se prevén 1.68 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.8/10).
44847,URIBIA,Dengue,2.7989708047014497,2.6,Bajo,MEDIO,Municipio en MEDIO: se prevén 2.80 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (2.6/10).
44855,URUMITA,Dengue,1.2556641984204004,4.44,Bajo,BAJO,Municipio en BAJO: se prevén 1.26 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
47001,SANTA MARTA,Dengue,24.345821082626895,3.21,Bajo,ALTO,Municipio en ALTO: se prevén 24.35 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (3.2/10).
47001,SANTA MARTA,Malaria,1.344946232149756,3.21,Bajo,BAJO,Municipio en BAJO: se prevén 1.34 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.2/10).
47030,ALGARROBO,Dengue,1.420312120200275,5.83,Medio,BAJO,Municipio en BAJO: se prevén 1.42 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.8/10).
47053,ARACATACA,Dengue,6.111154963331656,5.97,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 6.11 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (6.0/10).
47058,ARIGUANÍ,Dengue,1.8128455281916056,6.68,Alto,MEDIO,Municipio en MEDIO: se prevén 1.81 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
47170,CHIVOLO,Dengue,1.56614271607372,7.31,Alto,MEDIO,Municipio en MEDIO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.3/10).
47189,CIÉNAGA,Dengue,1.954450396624297,4.68,Medio,ALTO,Municipio en ALTO: se prevén 1.95 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (4.7/10).
47245,EL BANCO,Dengue,1.523786335884416,3.8,Bajo,BAJO,Municipio en BAJO: se prevén 1.52 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.8/10).
47258,EL PIÑÓN,Dengue,1.3766611959823067,5.05,Medio,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
47268,EL RETÉN,Dengue,2.092525555084678,5.92,Medio,ALTO,Municipio en ALTO: se prevén 2.09 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.9/10).
47288,FUNDACIÓN,Dengue,2.059493821873551,6.37,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.06 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (6.4/10).
47318,GUAMAL,Dengue,1.9397320398899929,6.62,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 1.94 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (6.6/10).
47460,NUEVA GRANADA,Dengue,1.865567986112426,6.77,Alto,MEDIO,Municipio en MEDIO: se prevén 1.87 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.8/10).
47545,PIJIÑO DEL CARMEN,Dengue,1.3627262195609449,4.23,Bajo,BAJO,Municipio en BAJO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
47551,PIVIJAY,Dengue,1.403347575550892,4.59,Bajo,BAJO,Municipio en BAJO: se prevén 1.40 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.6/10).
47555,PLATO,Dengue,1.913419159290972,5.53,Medio,ALTO,Municipio en ALTO: se prevén 1.91 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.5/10).
